<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
Buescher State Park,Texas,Tag,30.0678216,-97.1768381,"January 2026, member reports that the park rangers didn't know anything and said the certificates may have been only Jan 1st Hike and that they will look into having the certificates all the time, BUT CURRENTLY THERE IS NOTHING.
December 2025, member reports new program here.  They have certificates but no tags.",https://tpwd.texas.gov/state-parks/buescher
Buffalo National River,Arkansas,Tag,36.0400765,-93.3097941,"June 2025, member reports a ranger told them they were out of tags. 
August 2024, member reported bandanas for sale, but low stock.  No tags were available. Dogs can swim in the river.",https://www.nps.gov/buff/planyourvisit/pets.htm
Burgess Falls State Park,Tennessee,Tag,36.0446107,-85.598687,"October 2025, member reports getting tag and bandana.  
September 2025 member shared a post from the park facebook page advertising a Bark Ranger event on September 20, at 8:30 AM. Each dog will recieve a tag and a certificate. July 2025, member shared that the park announced selling a Bark Ranger site specific green bandana.",https://tnstateparks.com/parks/burgess-falls
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Cacapon Nature Center,West Virginia,Tag,39.3972967,-78.4117401,"Late November 2025, group moderator reports that the the hours hours are limited during the winter.  She was there on Sunday and the hours were 11-2.  They were able to purchase one tag and the other was for free upon showing pictures of completing some tasks.
November 2025, member reports that they went to the visitor center and received a brochure with 5 tasks that will soon be changed due to some of the activities being closed for the season/ and weather dependant(ie high fire ratings/overlook closed)
They have 2 tags available. If you complete the ranger program you get a silver dog bone tag that is not site specific. In the VC they sell a nice black bark ranger tag as well as a bandana and collapsible water bowl.
Upon completion of the program you receive a free dog tag and a certificate with ink for your dog to stamp.
November 2025.  Adventure awaits you and your four-legged friend – and they can now become an official West FURginia State Park Ranger. Stop by one of the Nature Center to find out how your critter can earn their official certificate & FREE West Virginia Ranger dog tag. Bonus: We have set aside special cabins, cottages, campgrounds and lodge rooms so you and your family don’t have to leave your best pal behind when you stay overnight at a park or forest.
<<<<<<< HEAD
For parks with seasonal Nature Centers go to the front desk of the lodge/park office depending on the park.  Also, there are other items for sale some of which are colored differently depending on the park.",https://wvstateparks.com/programs/naturalist/
=======
For parks with seasonal Nature Centers go to the front desk of the lodge/park office depending on the park.  Also, there are other items for sale some of which are colored differently depending on the park.",https://wvstateparks.com/programs/naturalist/
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Caledon State Park,Virginia,Tag,38.3454629,-77.1531659,"February 2026 updated with images of bandanas. They will also have bows that the tags can hopefully be attached to.
January 2026, park shared a Bark in the Park ad Easter Egg Hunt on Saturday March 21 from 10 AM to 3 PM. Tags and bandanas are for sale in the gift shop.  They are working on getting Bark Ranger Bows and new bandanas.
October 2025, the park shared an Art and Wine Bark Ranger hike event at 1, 2, and 3 PM on Saturday and Sunday Nov 1st, and 2nd. 
September 2025, trust member reports the address and phone number: 11617 Caldedon Road, King George, VA 22485 540-663-3861. 
The next event is October 5, 2025 at 9 AM. 
<<<<<<< HEAD
Per member communication, there is a Bark in the Park event on April 12th, 2025. The event is free but there is a $5 parking fee. This is the start of the program which is to be permanent.  Once program takes off, there will be bandanas and tags for sale.  Stickers and dog treats will be free.",https://www.virginia.org/listing/caledon-state-park/7297/
Cama Beach Historical State Park,Washington,Tag,48.14255,-122.512999,"May 2025, member reports she was only given a free bandana when she stopped at the park entrance and asked. This still could mean they are running out, be sure to call ahead.  
April 2025, member was given a bandana and tag but was told one of the last ones, and due to budget cuts they were not ordering more.  Once they are gone, thats it.  Defiinitely call ahead. Member reported a tag and leash but admin is unclear on costs and details. Call ahead.",https://parks.wa.gov/find-parks/state-parks/cama-beach-historical-state-park
=======
Per member communication, there is a Bark in the Park event on April 12th, 2025. The event is free but there is a $5 parking fee. This is the start of the program which is to be permanent.  Once program takes off, there will be bandanas and tags for sale.  Stickers and dog treats will be free.",https://www.virginia.org/listing/caledon-state-park/7297/
Cama Beach Historical State Park,Washington,Tag,48.14255,-122.512999,"May 2025, member reports she was only given a free bandana when she stopped at the park entrance and asked. This still could mean they are running out, be sure to call ahead.  
April 2025, member was given a bandana and tag but was told one of the last ones, and due to budget cuts they were not ordering more.  Once they are gone, thats it.  Defiinitely call ahead. Member reported a tag and leash but admin is unclear on costs and details. Call ahead.",https://parks.wa.gov/find-parks/state-parks/cama-beach-historical-state-park
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Camp Nelson National Monument, Danville Road, Nicholasville, KY",Kentucky,Tag,37.7903557,-84.5985048,"August 2025, trusted member reports tags and certificates in stock.  She states the park is extremely dog friendly.  
June 2025, member reports she got the last two tags currently in stock.  
March 2025, member re-verified free wooden badges in stock.  They added the rangers were friendly and tere were miles of well-maintained trails. 
September 2024, group moderator reported tags back in stock. There is a wooden site specific badge. In April 2024 member reported out of Bark Ranger tags, but staff took name and said would mail them one.  No activities to complete.","Website
<<<<<<< HEAD
https://www.nps.gov/cane/index.htm"
"Cape Cod National Seashore Salt Pond Visitor Center, Nauset Road, Eastham, MA",Massachusetts,Tag,41.8425632,-69.9521831,"September 2025 trusted member reports: There's no official program/free swag but the rangers at the Salt Pond Visitors Center did still have an info card about the Bark Ranger principals. The gift shop there also had site specific metal tags for purchase. We verified everything in our plan was dog friendly with the rangers and headed out - the majority of the coast this time of year is open to dogs. The rangers were happy to talk about it but there's also an interactive map online that shows dog closures (either for seasonal crowds or seasonal bird nesting) that we found helpful. 
September 2025, another trusted member adds that the Park Ranger at the desk seem unaware that the store was selling anything and to remember that sometimes the info might not be well known. She furher states that the bandanas were special for spring/summer 2024 and are now out.
September 2025, another member gave a conflicting report that the site was out of Bark Ranger items and was no longer doing anything Bark Ranger.  September 2025, member reports they were able to buy tags, but that there were not many trails for dogs to hike.  June 2025, member reports tags are for sale at both visitor centers for $7. May 2025, member reports tags are out of stock. November 2024, member reports that the Bark Ranger program is off season until April 2025.  There is a site specific dog bandana for free. Tags are for purchase for 6.95. Dogs are allowed on beaches and in beach areas without life guards. I.E. can walk through a guarded section to an open area. There was a metal site specific tag in June 2024. After June 21 there is a charge for beach parking.  Member report August 2024 that the Cape Cod Lighthouse in North Truro does not have free swag but there is a tag for sale, and is dog friendly. Sept 2024 member reports out of free bandanas for the season but member was able to purchase tag. Sept 2024 member reports ranger says phasing out the program.  Bandanas may not be coming back.  October 2024 moderator report bought tags there and they had a great time.",https://www.nps.gov/articles/000/become-a-cape-cod-b-a-r-k-ranger.htm
"Cape Hatteras National Seashore 46375 Lighthouse Rd, Buxton, NC 27920",North Carolina,Tag,35.2676776,-75.5423746,"October 2025 member reports a certificate given by a ranger outside on the porch.  No items for free or sale other than a non Bark Ranger dog badana. 
September 2025, member reports the Cape Hatteras Lighthouse is still under contruction, but the Bodie Island Lighthouse has bandanas for sale.  No tags are available.  Another member reports they they did not see bandanas as Bodie Island Lighthouse. April 2025, location adjustment, per member who reports the lighthouse is still under construction, but the park and beaches were still open for visitors. They went into the visitor center and were able to buy a bandana and got at BARK Ranger certificate but they were out of badges as they only carry/sell the generic ones and said they sell out almost instantly.
March, 2025 update that cofounders noticed that Google is pulling up Ft. Raleigh at the same spot. January 2025, member reports Bark Ranger tags are available for purchase at either of the two stores in the park.  Store addresses: 8210 Bodie Island Lighthouse Rd, Nags Head, NC, 27959 and 46375 Lighthouse Road Buxton, NC 27920.  Site is under renovation. Non site specific medal tag for purchase.  Free certificate and stamp. June 2024 member reported out of tags. But was able to buy a bandana.",https://www.nps.gov/caha/b-a-r-k-ranger.htm
